ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5004496,F,N,Y,1,61682.72,Commercial associate,Lower secondary,Civil marriage,House / apartment,-16669,-472,1,0,0,0,Core staff,3
5004497,M,N,Y,0,40441.46,Working,Higher education,Married,House / apartment,-24942,-4348,1,1,1,0,Laborers,2
5004498,M,N,N,0,33241.21,State servant,Higher education,Widow,House / apartment,-12418,-256,1,0,1,0,High skill tech staff,2
5004499,M,N,Y,0,76369.72,State servant,Secondary / secondary special,Single / not married,House / apartment,-22474,-3407,1,0,1,0,Managers,1
5004500,F,N,Y,0,39409.39,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21352,-2556,1,0,0,0,nan,2
5004501,F,Y,Y,0,29370.93,Pensioner,Secondary / secondary special,Widow,House / apartment,-14224,365243,1,0,1,1,Managers,2
5004502,M,Y,Y,0,56460.02,State servant,Secondary / secondary special,Married,House / apartment,-9973,-6076,1,0,0,1,Laborers,2
5004503,M,N,Y,0,58704.71,Working,Higher education,Married,Rented apartment,-13887,-4482,1,1,0,0,Laborers,2
5004504,F,Y,Y,0,38581.47,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-8321,-4970,1,0,0,0,Managers,2
5004505,M,N,N,0,50378.35,Working,Secondary / secondary special,Civil marriage,House / apartment,-9881,-1071,1,1,0,0,Managers,1
5004506,F,N,N,0,34058.28,Pensioner,Secondary / secondary special,Married,House / apartment,-18821,365243,1,0,1,0,Laborers,1
5004507,M,N,Y,0,72554.19,Working,Secondary / secondary special,Married,House / apartment,-22881,-7023,1,0,0,0,Laborers,2
5004508,F,Y,Y,0,184120.17,Commercial associate,Secondary / secondary special,Married,House / apartment,-19210,-5389,1,0,0,0,Medicine staff,1
5004509,F,N,Y,1,20143.89,Working,Secondary / secondary special,Married,House / apartment,-21879,-1677,1,0,0,1,Accountants,3
5004510,M,Y,Y,1,34223.42,Working,Secondary / secondary special,Separated,Rented apartment,-23926,-169,1,0,1,0,Laborers,3
5004511,F,N,N,2,54193.91,Working,Secondary / secondary special,Married,House / apartment,-19857,-4336,1,0,0,0,High skill tech staff,3
5004512,M,Y,N,1,77253.39,Working,Secondary / secondary special,Civil marriage,House / apartment,-10922,-630,1,1,0,0,Managers,2
5004513,F,N,N,0,48695.03,Working,Lower secondary,Civil marriage,House / apartment,-23493,-5808,1,1,1,0,Drivers,1
5004514,F,N,N,0,69066.68,Working,Lower secondary,Civil marriage,House / apartment,-23688,-4430,1,0,1,0,Laborers,1
5004515,M,N,Y,0,31483.68,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-11277,-2838,1,0,0,0,Sales staff,2
5004516,F,N,Y,0,42491.13,Working,Secondary / secondary special,Single / not married,House / apartment,-23318,-5057,1,0,0,0,Sales staff,1
5004517,F,N,N,0,118286.52,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10603,-3836,1,0,0,0,Laborers,1
5004518,M,N,N,0,45768.04,Commercial associate,Incomplete higher,Married,House / apartment,-23264,-6058,1,0,0,0,nan,1
5004519,M,N,Y,0,13298.87,Working,Secondary / secondary special,Married,With parents,-17427,-4326,1,1,1,0,Laborers,2
5004520,F,Y,Y,0,33943.51,Working,Secondary / secondary special,Civil marriage,House / apartment,-18987,-4042,1,1,1,0,Laborers,2
5004521,F,N,N,1,42673.02,Pensioner,Incomplete higher,Single / not married,House / apartment,-21834,365243,1,0,0,0,Managers,2
5004522,F,N,Y,0,52231.85,Working,Incomplete higher,Single / not married,House / apartment,-22234,-4757,1,0,0,0,Laborers,2
5004523,F,N,N,0,35745.19,Working,Higher education,Widow,House / apartment,-9099,-3510,1,0,1,1,nan,1
5004524,F,Y,N,0,18423.57,Student,Higher education,Single / not married,House / apartment,-17741,-5136,1,0,0,0,Laborers,2
5004525,M,N,Y,1,37037.72,Commercial associate,Incomplete higher,Married,House / apartment,-14377,-3382,1,0,0,0,Drivers,3
5004526,F,Y,N,1,31240.0,Working,Incomplete higher,Married,House / apartment,-8746,-3896,1,1,0,0,Sales staff,3
5004527,F,Y,N,0,41257.82,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9153,-1463,1,0,1,0,Laborers,1
5004528,F,N,N,2,28400.59,Pensioner,Lower secondary,Married,House / apartment,-19134,365243,1,0,1,0,Medicine staff,4
5004529,M,Y,Y,0,14142.93,Pensioner,Higher education,Married,Rented apartment,-22470,365243,1,0,1,1,Managers,1
5004530,M,Y,Y,1,90633.82,Working,Secondary / secondary special,Married,House / apartment,-17526,-3387,1,0,0,0,Drivers,2
5004531,M,N,Y,0,46789.76,Working,Secondary / secondary special,Separated,House / apartment,-20457,-4253,1,0,1,0,Accountants,1
5004532,M,Y,Y,0,48412.4,Commercial associate,Higher education,Married,House / apartment,-12084,-1308,1,0,0,1,Managers,2
5004533,M,Y,Y,0,31631.5,Working,Secondary / secondary special,Married,House / apartment,-16416,-2662,1,1,0,0,Core staff,1
5004534,F,Y,Y,1,50288.07,State servant,Higher education,Single / not married,House / apartment,-11951,-2938,1,0,0,0,Core staff,2
5004535,F,N,N,1,49158.79,Working,Secondary / secondary special,Single / not married,House / apartment,-17756,-2033,1,0,0,0,Accountants,2
5004536,M,N,Y,0,57723.17,Working,Incomplete higher,Single / not married,House / apartment,-15539,-6655,1,1,1,0,Accountants,2
5004537,F,N,Y,1,47172.39,State servant,Secondary / secondary special,Married,With parents,-24987,-3411,1,1,0,0,Laborers,3
5004538,M,Y,Y,2,34893.77,Working,Secondary / secondary special,Separated,Rented apartment,-15129,-607,1,1,0,0,Managers,3
5004539,M,Y,N,2,63413.44,Working,Higher education,Married,House / apartment,-14363,-6528,1,1,0,0,High skill tech staff,4
5004540,M,Y,N,0,24097.15,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9599,-5602,1,0,1,0,Laborers,2
5004541,F,N,Y,0,36881.07,Working,Higher education,Separated,House / apartment,-11180,-5012,1,0,0,0,Drivers,2
5004542,M,N,N,0,23503.91,Pensioner,Secondary / secondary special,Married,House / apartment,-8361,365243,1,0,0,0,Sales staff,2
5004543,M,Y,Y,1,29475.29,Working,Incomplete higher,Separated,House / apartment,-13195,-5586,1,0,1,1,Core staff,3
5004544,M,Y,Y,1,44425.91,Working,Secondary / secondary special,Single / not married,House / apartment,-15661,-4066,1,0,1,0,Drivers,3
5004545,F,Y,N,0,26846.01,Working,Secondary / secondary special,Single / not married,House / apartment,-16202,-847,1,0,1,0,Core staff,2
5004546,M,N,N,1,145701.97,Commercial associate,Incomplete higher,Married,House / apartment,-22716,-1804,1,1,0,0,Core staff,2
5004547,F,N,Y,0,25439.86,Working,Secondary / secondary special,Separated,House / apartment,-19406,-973,1,0,0,0,Sales staff,2
5004548,F,N,N,2,82251.64,Working,Lower secondary,Married,House / apartment,-10488,-4105,1,1,1,1,Drivers,3
5004549,F,N,N,0,16801.57,Pensioner,Higher education,Married,House / apartment,-13565,365243,1,1,1,0,Sales staff,1
5004550,F,N,Y,0,126891.7,State servant,Secondary / secondary special,Single / not married,Rented apartment,-20838,-351,1,0,0,0,Medicine staff,2
5004551,M,Y,Y,2,79693.44,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21914,-221,1,0,0,0,Medicine staff,3
5004552,M,Y,Y,1,69997.55,Working,Secondary / secondary special,Married,Municipal apartment,-22897,-4293,1,1,1,0,Sales staff,2
5004553,F,N,Y,0,33148.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-19627,-4556,1,1,0,0,Core staff,1
5004554,F,N,Y,0,52994.39,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13403,-120,1,0,0,0,Medicine staff,2
5004555,F,N,N,0,28377.95,Pensioner,Secondary / secondary special,Married,House / apartment,-15991,365243,1,0,0,1,Sales staff,1
5004556,F,N,Y,0,41811.49,State servant,Lower secondary,Married,House / apartment,-9409,-7121,1,0,1,0,Core staff,1
5004557,F,N,N,1,91259.41,State servant,Secondary / secondary special,Married,House / apartment,-18444,-4945,1,0,1,0,nan,2
5004558,F,N,Y,1,43491.04,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24267,365243,1,0,0,0,Managers,3
5004559,F,N,Y,1,45498.08,Working,Secondary / secondary special,Married,House / apartment,-19624,-4323,1,0,0,1,Medicine staff,2
5004560,F,N,Y,0,96061.01,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18469,-2459,1,1,1,0,Laborers,2
5004561,M,Y,Y,0,70544.28,Pensioner,Higher education,Married,House / apartment,-9916,365243,1,0,1,0,Laborers,1
5004562,F,N,Y,0,24677.35,Pensioner,Secondary / secondary special,Civil marriage,With parents,-23349,365243,1,0,0,1,Sales staff,1
5004563,M,N,N,1,33440.09,State servant,Lower secondary,Separated,House / apartment,-25005,-5263,1,0,0,0,Drivers,3
5004564,M,Y,N,0,129671.92,Working,Secondary / secondary special,Married,House / apartment,-22048,-5528,1,1,1,1,Sales staff,2
5004565,F,N,Y,1,55006.8,Commercial associate,Secondary / secondary special,Married,With parents,-18357,-5643,1,0,0,0,Sales staff,3
5004566,M,N,N,0,47716.25,Working,Higher education,Separated,House / apartment,-17265,-1787,1,0,0,0,Core staff,1
5004567,M,Y,Y,0,74308.41,Commercial associate,Higher education,Married,Rented apartment,-23376,-5019,1,0,1,0,Sales staff,1
5004568,M,N,Y,1,103349.55,Working,Higher education,Married,House / apartment,-20040,-6428,1,0,0,0,Accountants,2
5004569,F,Y,Y,0,71115.57,State servant,Secondary / secondary special,Married,House / apartment,-21150,-3893,1,0,0,0,High skill tech staff,1
5004570,F,N,N,0,48643.72,State servant,Secondary / secondary special,Civil marriage,With parents,-20252,-1370,1,1,0,0,Core staff,2
5004571,F,N,Y,0,41958.32,Pensioner,Secondary / secondary special,Married,House / apartment,-11397,365243,1,0,1,0,High skill tech staff,1
5004572,M,Y,Y,0,54864.84,Working,Secondary / secondary special,Married,Municipal apartment,-10419,-6607,1,0,0,1,Drivers,1
5004573,F,Y,Y,0,45981.88,Working,Secondary / secondary special,Separated,House / apartment,-9846,-5907,1,0,0,0,Laborers,1
5004574,F,N,N,3,69598.26,Commercial associate,Higher education,Widow,House / apartment,-23624,-5119,1,0,0,1,Medicine staff,5
5004575,M,Y,N,0,52397.72,Working,Secondary / secondary special,Married,House / apartment,-25156,-5882,1,0,0,0,Laborers,2
5004576,M,Y,N,1,40649.04,Working,Secondary / secondary special,Married,With parents,-9382,-3360,1,1,0,1,Laborers,2
5004577,M,N,N,1,53134.25,State servant,Secondary / secondary special,Civil marriage,House / apartment,-6667,-227,1,0,0,0,Accountants,2
5004578,F,Y,Y,2,47940.18,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-24944,-1515,1,0,0,0,Drivers,4
5004579,F,Y,N,0,25520.18,Working,Secondary / secondary special,Married,House / apartment,-13525,-6536,1,0,0,0,Laborers,2
5004580,F,N,N,0,62776.05,Commercial associate,Higher education,Married,House / apartment,-22318,-115,1,0,0,0,High skill tech staff,1
5004581,M,N,Y,0,38948.34,State servant,Lower secondary,Married,House / apartment,-23299,-394,1,0,1,0,Medicine staff,2
5004582,F,N,Y,0,73577.08,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-21368,365243,1,0,0,0,Laborers,2
5004583,F,N,Y,1,47895.66,State servant,Secondary / secondary special,Civil marriage,With parents,-9718,-6432,1,0,0,1,Core staff,2
5004584,F,Y,Y,0,46842.19,Pensioner,Higher education,Married,House / apartment,-8523,365243,1,1,0,0,Accountants,1
5004585,F,Y,N,0,129068.07,Working,Secondary / secondary special,Married,Rented apartment,-11368,-5998,1,0,0,0,High skill tech staff,2
5004586,M,Y,Y,0,25289.3,State servant,Secondary / secondary special,Married,Rented apartment,-9355,-2899,1,0,1,0,Drivers,2
5004587,M,N,Y,0,24575.84,Working,Secondary / secondary special,Civil marriage,House / apartment,-20695,-2273,1,0,0,1,Sales staff,1
5004588,F,N,N,2,34535.86,Working,Secondary / secondary special,Single / not married,House / apartment,-13611,-2362,1,1,0,0,Sales staff,4
5004589,F,N,Y,0,54856.89,Working,Higher education,Married,House / apartment,-11608,-2037,1,1,0,0,Sales staff,2
5004590,F,N,Y,1,31573.59,Pensioner,Incomplete higher,Married,House / apartment,-24077,365243,1,1,0,0,nan,2
5004591,M,N,N,0,40900.48,State servant,Secondary / secondary special,Single / not married,House / apartment,-16094,-3953,1,1,1,0,Managers,1
5004592,F,Y,Y,1,28137.26,Working,Secondary / secondary special,Married,Rented apartment,-14843,-5739,1,1,0,0,Managers,2
5004593,M,N,N,0,75985.26,Working,Secondary / secondary special,Married,House / apartment,-20385,-5070,1,0,0,0,Sales staff,1
5004594,M,Y,Y,1,41960.29,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-18567,-410,1,0,1,0,Drivers,2
5004595,F,Y,Y,1,91882.05,Working,Incomplete higher,Married,Rented apartment,-13182,-6641,1,0,0,0,Managers,3
5004596,F,N,Y,1,20161.92,Pensioner,Secondary / secondary special,Single / not married,With parents,-23905,365243,1,0,0,0,Drivers,2
5004597,M,N,Y,0,118404.31,Working,Secondary / secondary special,Separated,House / apartment,-23074,-2270,1,0,1,0,nan,1
5004598,M,N,N,2,23165.11,Working,Secondary / secondary special,Civil marriage,House / apartment,-24592,-5774,1,1,0,0,Accountants,4
5004599,M,N,N,1,48702.17,Working,Secondary / secondary special,Married,With parents,-10416,-6220,1,0,0,0,Laborers,2
5004600,M,Y,N,1,31279.94,Working,Secondary / secondary special,Married,House / apartment,-21448,-40,1,1,0,1,nan,2
5004601,F,N,Y,0,32377.55,Pensioner,Secondary / secondary special,Married,With parents,-12257,365243,1,0,0,0,Core staff,2
5004602,F,N,N,0,43061.05,State servant,Higher education,Married,House / apartment,-14497,-3293,1,0,1,0,Drivers,1
5004603,M,Y,N,0,18668.5,Working,Secondary / secondary special,Single / not married,House / apartment,-11052,-7120,1,0,0,0,Drivers,1
5004604,F,N,Y,1,29151.76,Pensioner,Higher education,Married,With parents,-9237,365243,1,1,0,1,Laborers,3
5004605,F,N,N,1,163367.25,Commercial associate,Higher education,Single / not married,House / apartment,-19784,-5524,1,0,0,0,nan,2
5004606,F,N,Y,1,40633.74,Working,Higher education,Married,Municipal apartment,-21406,-1375,1,0,1,0,Sales staff,3
5004607,M,N,Y,2,77029.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-23377,-1483,1,0,0,0,Accountants,3
5004608,F,N,N,0,61433.26,Commercial associate,Secondary / secondary special,Married,House / apartment,-23687,-1654,1,0,1,1,Sales staff,2
5004609,M,N,N,1,51935.6,Working,Higher education,Single / not married,House / apartment,-18546,-5176,1,1,0,0,Sales staff,3
5004610,M,Y,Y,1,122947.24,Working,Secondary / secondary special,Separated,House / apartment,-23618,-5888,1,0,1,0,Drivers,2
5004611,M,Y,Y,1,22126.64,Student,Higher education,Married,House / apartment,-9991,-844,1,0,0,0,Core staff,3
5004612,F,Y,N,0,66130.84,Commercial associate,Secondary / secondary special,Single / not married,With parents,-11715,-1735,1,0,0,0,Sales staff,1
5004613,M,Y,N,1,66231.57,Working,Higher education,Married,House / apartment,-8940,-4139,1,0,1,0,Sales staff,2
5004614,M,N,Y,1,99583.4,Working,Secondary / secondary special,Married,House / apartment,-18751,-2800,1,0,0,0,Sales staff,3
5004615,M,N,Y,0,32467.61,Working,Higher education,Married,Municipal apartment,-15474,-7144,1,0,1,0,Core staff,2
5004616,F,Y,Y,0,134575.0,Working,Secondary / secondary special,Married,House / apartment,-22734,-6393,1,1,1,0,Accountants,1
5004617,F,Y,N,1,97124.73,Working,Secondary / secondary special,Civil marriage,House / apartment,-11634,-6989,1,0,0,0,Accountants,2
5004618,M,Y,Y,0,58626.96,Working,Secondary / secondary special,Married,House / apartment,-17046,-4175,1,0,1,1,High skill tech staff,1
5004619,F,N,Y,2,64742.34,Working,Secondary / secondary special,Single / not married,House / apartment,-22805,-4657,1,0,0,0,Laborers,4
5004620,F,N,Y,0,82948.77,Commercial associate,Academic degree,Married,With parents,-23585,-1810,1,0,1,0,Managers,1
5004621,F,N,N,1,52445.95,Working,Secondary / secondary special,Widow,House / apartment,-10788,-3262,1,0,1,0,Accountants,3
5004622,M,N,N,2,59218.91,Working,Secondary / secondary special,Married,House / apartment,-13607,-1246,1,0,1,0,Laborers,4
5004623,F,Y,N,0,42340.13,Working,Higher education,Married,House / apartment,-10106,-4067,1,0,1,0,Core staff,1
5004624,F,Y,Y,1,97122.7,Working,Secondary / secondary special,Widow,House / apartment,-19177,-1986,1,0,1,0,Managers,2
5004625,F,Y,Y,1,54222.68,Working,Secondary / secondary special,Married,House / apartment,-10112,-4225,1,1,1,0,Sales staff,2
5004626,M,Y,N,1,52246.25,Working,Secondary / secondary special,Single / not married,House / apartment,-14082,-6628,1,0,1,0,Accountants,3
5004627,F,N,N,0,33189.48,Working,Secondary / secondary special,Married,House / apartment,-18556,-1169,1,0,1,0,Managers,2
5004628,F,N,N,0,91280.67,Working,Incomplete higher,Single / not married,House / apartment,-19485,-3009,1,0,0,0,Drivers,1
5004629,F,N,N,0,40574.99,Pensioner,Higher education,Married,House / apartment,-24264,365243,1,0,1,0,Laborers,1
5004630,M,N,N,0,58054.47,Working,Academic degree,Single / not married,House / apartment,-23727,-577,1,0,1,0,Laborers,1
5004631,M,Y,N,0,30070.19,Working,Secondary / secondary special,Married,House / apartment,-8078,-1047,1,0,1,0,Managers,2
5004632,F,Y,N,0,38746.4,Working,Lower secondary,Civil marriage,With parents,-23912,-2743,1,0,1,0,Accountants,1
5004633,F,N,N,1,30406.78,State servant,Secondary / secondary special,Married,House / apartment,-6721,-3328,1,0,0,0,Laborers,3
5004634,M,N,Y,1,60139.03,State servant,Secondary / secondary special,Married,With parents,-10595,-4141,1,0,0,0,Laborers,2
5004635,F,Y,Y,0,69457.41,Working,Secondary / secondary special,Married,House / apartment,-12403,-628,1,0,0,0,Drivers,2
5004636,M,N,N,0,41074.31,Working,Secondary / secondary special,Widow,Municipal apartment,-25316,-2634,1,0,1,0,Sales staff,1
5004637,F,N,Y,1,70870.7,Working,Higher education,Civil marriage,Municipal apartment,-24769,-3598,1,0,0,0,Core staff,3
5004638,F,N,N,0,84885.48,Working,Secondary / secondary special,Married,With parents,-22443,-4984,1,0,1,0,Laborers,2
5004639,F,N,Y,0,58958.43,Working,Higher education,Civil marriage,House / apartment,-7899,-6535,1,0,1,0,Core staff,1
5004640,F,N,Y,0,46749.67,Working,Secondary / secondary special,Married,Co-op apartment,-14214,-5020,1,0,0,0,Core staff,1
5004641,M,N,Y,0,49142.57,Working,Secondary / secondary special,Civil marriage,House / apartment,-18681,-6650,1,0,1,0,Laborers,1
5004642,F,N,Y,0,40204.55,Working,Secondary / secondary special,Married,House / apartment,-24064,-285,1,0,0,0,Drivers,1
5004643,M,N,Y,0,52307.74,Commercial associate,Secondary / secondary special,Married,With parents,-24268,-2793,1,0,0,0,Medicine staff,1
